file_names,original_script,fluency,spoken_text,remarks
3f44ff9d-04ad-d338-2b6e-8992975286b9_26,可以帮助到别人 我很骄傲,3,可以帮助到别人 我真叫傲,
3f44ff9d-04ad-d338-2b6e-8992975286b9_3,一只青蛙蹲坐在叶子上,2,一只竟蛙 顿 坐在 爷子上,
3f44ff9d-04ad-d338-2b6e-8992975286b9_4,公园里 水池边,2,公园 公园里 水池 远,
3f44ff9d-04ad-d338-2b6e-8992975286b9_5,一 二 三 四,3,姨 二 三 四,
3f44ff9d-04ad-d338-2b6e-8992975286b9_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 各各 弟弟三个人 和一起 肖小鸭子,
3f44ff9d-04ad-d338-2b6e-8992975286b9_7,他们都在大声唱歌,3,他们逗在大声常,
3f44ff9d-04ad-d338-2b6e-8992975286b9_8,小鸭子游泳 也呱呱叫,3,小鸭子有泳 也呱呱叫,
3f44ff9d-04ad-d338-2b6e-8992975286b9_9,我的名字是张四光,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_0,树枝上有一个鸟窝,2,关 枝 上有一个鸟窝,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_1,鸟儿们住在鸟窝里,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_10,我今年七岁,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_11,我是阳光小学一年级的学生,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_12,学校就在我家不远的地方,3,学小就在我家不远的地方,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_13,学校又大又美丽,3,学小又大又没丽,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_14,学校也很干净,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_15,我爱我的学校,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_16,文云是我的朋友,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_17,有一次 她伤心地哭了,3,有一次 她伤心地哭了,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_18,因为她丢了钱包,3,英文她丢了钱包,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_19,我很同情她,3,我痕同情她,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_2,一片绿叶浮在水中间,2,一片易又爷浮在水里 水中间,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_20,我约她去食堂,3,我月我月她去食堂,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_21,我买了一碗粥给她吃,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_22,我还买了一包牛奶给文云,3,我还没了一包牛奶给文易,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_23,文云抱了我一下 跟我说 谢谢你,3,文易包了我一下 跟我说 谢谢你,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_24,看到朋友开心起来 我很快乐,3,看到朋友开心 开心 起来 我很快乐,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说 当朋友有需要 你应该关心他们,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_26,可以帮助到别人 我很骄傲,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_3,一只青蛙蹲坐在叶子上,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_4,公园里 水池边,2,公园里 喜起边,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_5,一 二 三 四,4,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_7,他们都在大声唱歌,3,他们都在大上唱歌,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_8,小鸭子游泳 也呱呱叫,3,,
3f4a6f16-f903-4d73-be10-f0f2db3b1fb1_9,我的名字是张四光,4,,
41e40479-bba2-980f-39d6-f2308970621b_0,树枝上有一个鸟窝,3,树枝上有一个袅窝,
41e40479-bba2-980f-39d6-f2308970621b_1,鸟儿们住在鸟窝里,3,,
41e40479-bba2-980f-39d6-f2308970621b_10,我今年七岁,4,,
41e40479-bba2-980f-39d6-f2308970621b_11,我是阳光小学一年级的学生,2,我是祥 光 小月 一年级的学生,
41e40479-bba2-980f-39d6-f2308970621b_12,学校就在我家不远的地方,4,,
41e40479-bba2-980f-39d6-f2308970621b_13,学校又大又美丽,3,学校有大有美丽,
41e40479-bba2-980f-39d6-f2308970621b_14,学校也很干净,3,,
41e40479-bba2-980f-39d6-f2308970621b_15,我爱我的学校,4,,
41e40479-bba2-980f-39d6-f2308970621b_16,文云是我的朋友,4,,
41e40479-bba2-980f-39d6-f2308970621b_17,有一次 她伤心地哭了,2,有易赤赤 她乡伤心地哭了,
41e40479-bba2-980f-39d6-f2308970621b_18,因为她丢了钱包,2,因文 因问 她督了钱包,
41e40479-bba2-980f-39d6-f2308970621b_19,我很同情她,3,我很 童轻 同情她,
41e40479-bba2-980f-39d6-f2308970621b_2,一片绿叶浮在水中间,2,利片片绿叶浮在水中间,
41e40479-bba2-980f-39d6-f2308970621b_20,我约她去食堂,3,我约她去池堂,
41e40479-bba2-980f-39d6-f2308970621b_21,我买了一碗粥给她吃,2,我我买了一碗桌 桌 给她吃,
41e40479-bba2-980f-39d6-f2308970621b_22,我还买了一包牛奶给文云,3,我还买了一包牛奶给 文 文云,
41e40479-bba2-980f-39d6-f2308970621b_23,文云抱了我一下 跟我说 谢谢你,3,文云包 抱了我易下 跟我说 谢谢你,
41e40479-bba2-980f-39d6-f2308970621b_24,看到朋友开心起来 我很快乐,4,,
41e40479-bba2-980f-39d6-f2308970621b_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有 有 需要 你想给 关心他们,
41e40479-bba2-980f-39d6-f2308970621b_26,可以帮助到别人 我很骄傲,2,可以帮 水 睡 他别人 我很骄傲,
41e40479-bba2-980f-39d6-f2308970621b_3,一只青蛙蹲坐在叶子上,4,,
41e40479-bba2-980f-39d6-f2308970621b_4,公园里 水池边,3,公园里 水里 水池边,
41e40479-bba2-980f-39d6-f2308970621b_5,一 二 三 四,4,一 二 三,
41e40479-bba2-980f-39d6-f2308970621b_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,妹妹 哥哥 弟弟三个人 和一只小鸭子 他,
41e40479-bba2-980f-39d6-f2308970621b_7,他们都在大声唱歌,4,,
41e40479-bba2-980f-39d6-f2308970621b_8,小鸭子游泳 也呱呱叫,3,,
41e40479-bba2-980f-39d6-f2308970621b_9,我的名字是张四光,3,我的名字是张四逛,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_0,树枝上有一个鸟窝,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_1,鸟儿们住在鸟窝里,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_10,我今年七岁,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_11,我是阳光小学一年级的学生,3,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_12,学校就在我家不远的地方,2,学校就在我家不园 不远的地方,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_13,学校又大又美丽,3,学校有大有美丽,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_14,学校也很干净,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_15,我爱我的学校,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_16,文云是我的朋友,3,文俊是我的朋友,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_17,有一次 她伤心地哭了,3,有易次 她伤心地哭了,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_18,因为她丢了钱包,3,因为她对了钱包,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_19,我很同情她,2,我和同学请她,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_2,一片绿叶浮在水中间,3,一旁 绿叶浮在水中间,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_20,我约她去食堂,3,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_21,我买了一碗粥给她吃,3,我买了一碗钟给她吃,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_22,我还买了一包牛奶给文云,3,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_23,文云抱了我一下 跟我说 谢谢你,3,文云帮了我一下 跟我说 谢谢,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_24,看到朋友开心起来 我很快乐,3,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有需要 你- 新 关心他们,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_26,可以帮助到别人 我很骄傲,2,可以更 助到别人 我很 敲凹,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_3,一只青蛙蹲坐在叶子上,3,一只小花子蹲坐在叶子上,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_4,公园里 水池边,3,公园里 水吃 便,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_5,一 二 三 四,3,易 二 三 四,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_7,他们都在大声唱歌,3,他们坐在大声唱歌,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_8,小鸭子游泳 也呱呱叫,3,小鸭子游泳 也灌灌叫,
4b537d2b-8ed5-1ba5-239b-d38d6edb09c6_9,我的名字是张四光,3,我的名字是帐是光,
4bc64894-9619-66a0-446f-35b77bd7fabb_0,树枝上有一个鸟窝,3,树紫上有一个鸟窝,
4bc64894-9619-66a0-446f-35b77bd7fabb_1,鸟儿们住在鸟窝里,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_10,我今年七岁,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_11,我是阳光小学一年级的学生,3,我是阳光 小薛 小学一年级的学生,
4bc64894-9619-66a0-446f-35b77bd7fabb_12,学校就在我家不远的地方,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_13,学校又大又美丽,3,学校有大有美丽,
4bc64894-9619-66a0-446f-35b77bd7fabb_14,学校也很干净,3,学校 也  很干净,
4bc64894-9619-66a0-446f-35b77bd7fabb_15,我爱我的学校,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_16,文云是我的朋友,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_17,有一次 她伤心地哭了,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_18,因为她丢了钱包,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_19,我很同情她,3,我痕 痕 同情她,
4bc64894-9619-66a0-446f-35b77bd7fabb_2,一片绿叶浮在水中间,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_20,我约她去食堂,3,我 薛 她去食堂,
4bc64894-9619-66a0-446f-35b77bd7fabb_21,我买了一碗粥给她吃,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_22,我还买了一包牛奶给文云,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_23,文云抱了我一下 跟我说 谢谢你,3,文云抱了我 第 一下 跟我说 谢谢你,
4bc64894-9619-66a0-446f-35b77bd7fabb_24,看到朋友开心起来 我很快乐,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友 又 有需要 你应该关心他们,
4bc64894-9619-66a0-446f-35b77bd7fabb_26,可以帮助到别人 我很骄傲,3,可以帮助到别人 我痕 饺 骄傲 ,
4bc64894-9619-66a0-446f-35b77bd7fabb_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲 蹲坐在 姨自 在叶子上,
4bc64894-9619-66a0-446f-35b77bd7fabb_4,公园里 水池边,3,公园里 公园里 水池边,
4bc64894-9619-66a0-446f-35b77bd7fabb_5,一 二 三 四,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_7,他们都在大声唱歌,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_8,小鸭子游泳 也呱呱叫,4,,
4bc64894-9619-66a0-446f-35b77bd7fabb_9,我的名字是张四光,3,,
41eb9961-6017-ff88-031b-ff9b248faeba_0,树枝上有一个鸟窝,3,树枝上有一个鸟屋,
41eb9961-6017-ff88-031b-ff9b248faeba_1,鸟儿们住在鸟窝里,3,鸟儿们住在鸟屋里,
41eb9961-6017-ff88-031b-ff9b248faeba_10,我今年七岁,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_11,我是阳光小学一年级的学生,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_12,学校就在我家不远的地方,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_13,学校又大又美丽,2,学校有大有美,
41eb9961-6017-ff88-031b-ff9b248faeba_14,学校也很干净,3,学校也痕干净,
41eb9961-6017-ff88-031b-ff9b248faeba_15,我爱我的学校,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_16,文云是我的朋友,3,文文是我的朋友,
41eb9961-6017-ff88-031b-ff9b248faeba_17,有一次 她伤心地哭了,3,有一次 她 伤 伤心地哭了,
41eb9961-6017-ff88-031b-ff9b248faeba_18,因为她丢了钱包,2,以为她对了千包,
41eb9961-6017-ff88-031b-ff9b248faeba_19,我很同情她,2,我 痕 同学 她,
41eb9961-6017-ff88-031b-ff9b248faeba_2,一片绿叶浮在水中间,2,一偏录野浮在书中间,
41eb9961-6017-ff88-031b-ff9b248faeba_20,我约她去食堂,3,我约她去上堂,
41eb9961-6017-ff88-031b-ff9b248faeba_21,我买了一碗粥给她吃,3,我买了一碗 受 该 她 吃,
41eb9961-6017-ff88-031b-ff9b248faeba_22,我还买了一包牛奶给文云,3,我还埋了一包牛奶给文,
41eb9961-6017-ff88-031b-ff9b248faeba_23,文云抱了我一下 跟我说 谢谢你,4,文文抱了我一下 跟我说 谢谢你,
41eb9961-6017-ff88-031b-ff9b248faeba_24,看到朋友开心起来 我很快乐,3,看到朋友开心起来 我很快了,
41eb9961-6017-ff88-031b-ff9b248faeba_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 党 朋友有需要 你应该关心他们,
41eb9961-6017-ff88-031b-ff9b248faeba_26,可以帮助到别人 我很骄傲,3,可以帮助到别人 我很骄凹,
41eb9961-6017-ff88-031b-ff9b248faeba_3,一只青蛙蹲坐在叶子上,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_4,公园里 水池边,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_5,一 二 三 四,3,,
41eb9961-6017-ff88-031b-ff9b248faeba_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,,
41eb9961-6017-ff88-031b-ff9b248faeba_7,他们都在大声唱歌,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_8,小鸭子游泳 也呱呱叫,4,,
41eb9961-6017-ff88-031b-ff9b248faeba_9,我的名字是张四光,3,我的名字是张西光,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_0,树枝上有一个鸟窝,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_1,鸟儿们住在鸟窝里,3,鸟儿们住在鸟窝,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_10,我今年七岁,3,我今年几岁,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_11,我是阳光小学一年级的学生,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_12,学校就在我家不远的地方,3,学校就在我家不园的地方,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_13,学校又大又美丽,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_14,学校也很干净,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_15,我爱我的学校,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_16,文云是我的朋友,3,文文云是我的朋友,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_17,有一次 她伤心地哭了,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_18,因为她丢了钱包,3,因魏她督了钱包,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_19,我很同情她,3,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_2,一片绿叶浮在水中间,3,一片 录 叶浮在水中间,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_20,我约她去食堂,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_21,我买了一碗粥给她吃,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_22,我还买了一包牛奶给文云,3,我还 没 了一包牛奶给文云,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_23,文云抱了我一下 跟我说 谢谢你,4,文云抱了我一下 跟我说 谢谢,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_24,看到朋友开心起来 我很快乐,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有需要 需要  你应该关心他们,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_26,可以帮助到别人 我很骄傲,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_3,一只青蛙蹲坐在叶子上,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_4,公园里 水池边,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_5,一 二 三 四,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三个人 和一只小鸭,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_7,他们都在大声唱歌,4,,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_8,小鸭子游泳 也呱呱叫,3,小鸭子游泳 也 也呱呱叫,
4ab46956-e2fd-07c9-bcf1-aa1d5c428f9d_9,我的名字是张四光,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_0,树枝上有一个鸟窝,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_1,鸟儿们住在鸟窝里,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_10,我今年七岁,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_11,我是阳光小学一年级的学生,3,我时 是阳光小学一年级的学生,
5afb4caa-1b90-4d6e-18fa-6259b20be568_12,学校就在我家不远的地方,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_13,学校又大又美丽,3,学校有大有 妹 美丽,
5afb4caa-1b90-4d6e-18fa-6259b20be568_14,学校也很干净,3,学校 很 也很干净,
5afb4caa-1b90-4d6e-18fa-6259b20be568_15,我爱我的学校,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_16,文云是我的朋友,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_17,有一次 她伤心地哭了,3,有 易 次 她伤心地哭了,
5afb4caa-1b90-4d6e-18fa-6259b20be568_18,因为她丢了钱包,3,因为她丢了 简 包,
5afb4caa-1b90-4d6e-18fa-6259b20be568_19,我很同情她,3,我很 通 同情她,
5afb4caa-1b90-4d6e-18fa-6259b20be568_2,一片绿叶浮在水中间,3,一片绿 玉 叶 副 浮在水中间,
5afb4caa-1b90-4d6e-18fa-6259b20be568_20,我约她去食堂,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_21,我买了一碗粥给她吃,3,我 卖 买了一碗粥给她吃,
5afb4caa-1b90-4d6e-18fa-6259b20be568_22,我还买了一包牛奶给文云,3,我还 没 买了一包牛奶给文云,
5afb4caa-1b90-4d6e-18fa-6259b20be568_23,文云抱了我一下 跟我说 谢谢你,3,文云 包 抱了我一下 跟我说 谢谢你,
5afb4caa-1b90-4d6e-18fa-6259b20be568_24,看到朋友开心起来 我很快乐,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_25,爸爸妈妈说 当朋友有需要 你应该关心他们,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_26,可以帮助到别人 我很骄傲,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_3,一只青蛙蹲坐在叶子上,3,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_4,公园里 水池边,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_5,一 二 三 四,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
5afb4caa-1b90-4d6e-18fa-6259b20be568_7,他们都在大声唱歌,3,他们多在 它 声唱歌,
5afb4caa-1b90-4d6e-18fa-6259b20be568_8,小鸭子游泳 也呱呱叫,3,小鸭子游泳 和 呱呱叫,
5afb4caa-1b90-4d6e-18fa-6259b20be568_9,我的名字是张四光,3,我的名字是常 昌 四光,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_0,树枝上有一个鸟窝,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_1,鸟儿们住在鸟窝里,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_10,我今年七岁,3,我今 捻 七岁,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_11,我是阳光小学一年级的学生,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_12,学校就在我家不远的地方,3,学校就在我家不 园 的地方,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_13,学校又大又美丽,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_14,学校也很干净,3,学校也 痕 干净,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_15,我爱我的学校,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_16,文云是我的朋友,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_17,有一次 她伤心地哭了,3,有一次 她伤 信 地哭了,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_18,因为她丢了钱包,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_19,我很同情她,2,我 痕 桶 情她,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_2,一片绿叶浮在水中间,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_20,我约她去食堂,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_21,我买了一碗粥给她吃,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_22,我还买了一包牛奶给文云,3,我还美 买了一包牛奶给文云,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_23,文云抱了我一下 跟我说 谢谢你,3,文云 包 抱了我一下 跟我说 谢谢你,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_24,看到朋友开心起来 我很快乐,3,看到朋友开心起来 我 痕 快乐,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_25,爸爸妈妈说 当朋友有需要 你应该关心他们,,八 爸爸妈妈说 当朋友有 序 要 你应该关心他们,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_26,可以帮助到别人 我很骄傲,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲坐在 椰 叶子上,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_4,公园里 水池边,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_5,一 二 三 四,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三个人 和一 值 小鸭子,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_7,他们都在大声唱歌,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_8,小鸭子游泳 也呱呱叫,4,,
5e6e5b9d-60bf-fba8-91c7-d87f0f8ecdee_9,我的名字是张四光,4,,
6a016e54-e355-9daa-e4c5-d036ea725575_0,树枝上有一个鸟窝,2,向 有一 格 鸟,
6a016e54-e355-9daa-e4c5-d036ea725575_1,鸟儿们住在鸟窝里,1,儿 妹 只 鸟 一 ,
6a016e54-e355-9daa-e4c5-d036ea725575_10,我今年七岁,2,我今  七 十,
6a016e54-e355-9daa-e4c5-d036ea725575_11,我是阳光小学一年级的学生,2,我是阳 小学 一  的 校,
6a016e54-e355-9daa-e4c5-d036ea725575_12,学校就在我家不远的地方,1,我 天 不 燕 的,
6a016e54-e355-9daa-e4c5-d036ea725575_13,学校又大又美丽,2,学 有 大 有,
6a016e54-e355-9daa-e4c5-d036ea725575_2,一片绿叶浮在水中间,1, 水中间,
6a016e54-e355-9daa-e4c5-d036ea725575_3,只 蹲坐 一 子 上,1,,
6a016e54-e355-9daa-e4c5-d036ea725575_4,公园里 水池边,2,公园里 水 陈 免 ,
6a016e54-e355-9daa-e4c5-d036ea725575_5,一 二 三 四,2,一 二 山 是,
6a016e54-e355-9daa-e4c5-d036ea725575_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三 格 人 它 一只小子,
6a016e54-e355-9daa-e4c5-d036ea725575_7,他们都在大声唱歌,2,他们 大 和,
6a016e54-e355-9daa-e4c5-d036ea725575_8,小鸭子游泳 也呱呱叫,1,小 子,
6a016e54-e355-9daa-e4c5-d036ea725575_9,我的名字是张四光,2,我的 是 张 是,
6b72fc59-d409-18a9-3312-acb3759b6589_0,树枝上有一个鸟窝,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_1,鸟儿们住在鸟窝里,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_10,我今年七岁,3,我今年七 睡,
6b72fc59-d409-18a9-3312-acb3759b6589_11,我是阳光小学一年级的学生,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_12,学校就在我家不远的地方,3,学校 坠 住 在我家不远的地方,
6b72fc59-d409-18a9-3312-acb3759b6589_13,学校又大又美丽,3,学校 有 大又美丽,
6b72fc59-d409-18a9-3312-acb3759b6589_14,学校也很干净,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_15,我爱我的学校,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_16,文云是我的朋友,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_17,有一次 她伤心地哭了,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_18,因为她丢了钱包,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_19,我很同情她,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_2,一片绿叶浮在水中间,3,一片绿叶浮在 树 中间,
6b72fc59-d409-18a9-3312-acb3759b6589_20,我约她去食堂,3,我 月 她去食堂,
6b72fc59-d409-18a9-3312-acb3759b6589_21,我买了一碗粥给她吃,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_22,我还买了一包牛奶给文云,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_23,文云抱了我一下 跟我说 谢谢你,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_24,看到朋友开心起来 我很快乐,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有时 失要 你应该关心他们,
6b72fc59-d409-18a9-3312-acb3759b6589_26,可以帮助到别人 我很骄傲,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_3,一只青蛙蹲坐在叶子上,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_4,公园里 水池边,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_5,一 二 三 四,3,,
